transaction_id,amount,transaction_hour,transactions_last_24h,account_age_days,device_changes_7d,location_changes_7d,is_fraud
TXN008371,39.33,18,1,570,0,0,0
TXN008372,25.07,10,3,105,1,1,0
TXN008373,67.5,17,3,50,0,0,1
TXN008374,6.86,15,4,425,0,0,0
TXN008375,46.68,23,0,104,1,1,0
TXN008376,45.83,23,4,650,1,0,0
TXN008377,17.12,19,3,617,0,0,0
TXN008378,24.8,18,3,309,0,0,0
TXN008379,108.66,12,2,206,2,0,0
TXN008380,66.43,17,2,628,0,0,0
TXN008381,59.53,22,3,289,0,1,0
TXN008382,70.84,1,1,836,0,0,0
TXN008383,59.07,14,2,82,0,1,0
TXN008384,157.03,9,5,173,1,0,0
TXN008385,60.64,14,1,124,0,3,1
TXN008386,15.81,13,2,64,0,0,0
TXN008387,218.24,14,5,417,0,0,0
TXN008388,74.8,14,4,502,1,1,0
TXN008389,33.09,22,4,1066,0,1,0
TXN008390,18.81,14,6,239,1,0,0
TXN008391,76.44,19,4,248,0,1,0
TXN008392,49.42,11,1,432,0,1,0
TXN008393,208.1,13,1,329,1,2,0
TXN008394,40.69,13,6,210,1,0,0
TXN008395,26.8,10,4,686,2,0,0
TXN008396,116.91,12,4,279,0,0,0
TXN008397,119.88,15,7,57,1,1,0
TXN008398,63.01,15,0,260,0,0,0
TXN008399,97.02,15,5,550,1,0,1
TXN008400,52.88,11,4,577,0,0,0
TXN008401,66.61,11,2,667,0,0,0
TXN008402,146.97,15,6,389,0,1,0
TXN008403,92.9,8,2,325,0,0,1
TXN008404,47.28,10,4,971,0,2,0
TXN008405,172.35,4,6,391,0,0,0
TXN008406,7.31,6,4,481,0,0,0
TXN008407,312.39,10,4,703,0,0,0
TXN008408,12.81,1,4,125,1,3,1
TXN008409,32.04,10,2,401,0,1,0
TXN008410,52.73,16,2,227,1,1,0
TXN008411,48.21,6,3,236,0,0,0
TXN008412,128.44,13,2,62,0,1,0
TXN008413,22.22,20,2,348,0,0,0
TXN008414,68.15,18,1,184,0,1,0
TXN008415,33.4,11,5,155,1,1,0
TXN008416,70.17,21,3,198,1,0,0
TXN008417,51.67,11,4,230,0,0,0
TXN008418,59.09,6,2,590,0,0,0
TXN008419,34.21,23,2,488,1,0,0
TXN008420,35.39,19,5,709,1,0,0
TXN008421,69.7,13,4,184,1,1,0
TXN008422,121.77,16,4,639,0,0,0
TXN008423,32.83,16,3,483,1,0,0
TXN008424,26.09,9,1,355,0,0,0
TXN008425,91.97,9,3,159,0,0,0
TXN008426,53.11,13,3,565,0,0,0
TXN008427,110.6,20,3,324,0,0,0
TXN008428,25.28,0,2,654,0,1,0
TXN008429,12.03,18,4,139,0,3,1
TXN008430,34.71,6,4,722,0,0,0
TXN008431,28.46,13,3,628,0,1,0
TXN008432,51.06,15,5,511,0,0,0
TXN008433,31.78,16,7,742,0,0,0
TXN008434,102.5,6,2,667,1,0,0
TXN008435,42.74,12,4,638,0,0,0
TXN008436,62.05,15,2,193,0,1,0
TXN008437,62.43,6,2,297,0,0,0
TXN008438,64.44,8,1,397,0,0,0
TXN008439,53.49,16,1,354,0,0,0
TXN008440,84.27,14,3,403,0,0,1
TXN008441,27.76,9,2,377,0,0,0
TXN008442,179.38,14,8,646,0,0,1
TXN008443,44.65,20,3,239,0,1,0
TXN008444,17.91,1,3,262,0,0,0
TXN008445,64.06,16,3,145,1,0,0
TXN008446,26.48,6,2,717,1,0,0
TXN008447,96.11,0,5,416,1,0,0
TXN008448,357.15,8,3,459,0,1,0
TXN008449,27.98,12,8,503,0,0,1
TXN008450,72.42,18,5,670,0,0,0
TXN008451,12.28,10,3,67,0,1,0
TXN008452,80.3,15,1,1334,0,0,0
TXN008453,25.72,12,1,246,0,0,0
TXN008454,32.1,10,4,378,0,0,0
TXN008455,21.41,14,1,1228,2,1,0
TXN008456,101.73,18,2,137,1,1,0
TXN008457,128.54,19,4,455,2,0,0
TXN008458,55.69,19,5,520,0,0,0
TXN008459,26.19,11,3,490,0,0,0
TXN008460,210.84,18,3,383,1,0,0
TXN008461,28.85,9,4,236,0,1,0
TXN008462,8.69,17,7,848,0,0,0
TXN008463,80.61,21,4,344,0,0,0
TXN008464,21.35,1,3,143,1,1,0
TXN008465,126.51,13,5,72,0,0,0
TXN008466,39.49,16,2,462,0,0,0
TXN008467,91.21,17,3,334,2,1,1
TXN008468,179.7,9,3,518,0,1,0
TXN008469,19.54,22,1,159,1,1,0
TXN008470,33.75,15,3,355,0,0,0
TXN008471,51.2,9,1,309,0,1,0
TXN008472,201.73,1,4,721,0,1,0
TXN008473,31.2,18,4,217,0,0,0
TXN008474,32.94,7,3,73,0,0,0
TXN008475,81.98,8,3,991,0,0,0
TXN008476,33.43,14,2,16,1,1,0
TXN008477,62.16,15,1,407,2,0,0
TXN008478,14.6,16,1,538,0,0,0
TXN008479,358.59,12,3,421,0,1,0
TXN008480,17.36,18,3,157,0,0,0
TXN008481,41.53,22,3,257,0,0,0
TXN008482,53.11,10,0,311,1,1,0
TXN008483,277.49,17,3,339,1,1,0
TXN008484,17.71,21,3,149,1,0,0
TXN008485,294.76,16,1,540,0,1,0
TXN008486,103.92,16,3,343,0,1,0
TXN008487,77.83,10,3,1014,1,1,0
TXN008488,23.64,14,3,254,0,0,0
TXN008489,88.72,14,4,41,1,0,0
TXN008490,29.52,17,2,203,0,0,0
TXN008491,160.24,23,6,39,1,1,0
TXN008492,23.92,2,1,747,0,0,0
TXN008493,49.59,6,6,344,1,1,0
TXN008494,34.06,7,3,303,1,1,0
TXN008495,23.58,17,4,739,1,1,0
TXN008496,102.53,8,1,355,0,1,0
TXN008497,86.07,15,2,523,1,0,0
TXN008498,152.58,11,3,495,0,1,0
TXN008499,12.03,13,6,543,0,1,0
TXN008500,134.9,9,4,1004,1,0,0
TXN008501,459.27,19,3,315,0,0,0
TXN008502,37.19,15,4,998,1,0,0
TXN008503,273.38,21,2,69,0,0,0
TXN008504,43.65,14,4,431,0,0,0
TXN008505,17.0,8,4,401,0,0,0
TXN008506,42.11,9,5,397,1,1,0
TXN008507,133.08,23,4,385,3,2,1
TXN008508,26.78,17,0,551,1,1,0
TXN008509,32.78,5,4,240,0,0,0
TXN008510,90.42,17,5,193,0,0,0
TXN008511,54.74,12,5,252,0,0,0
TXN008512,89.74,11,4,605,0,0,0
TXN008513,66.83,8,4,183,0,0,1
TXN008514,82.08,19,4,629,0,1,0
TXN008515,37.81,6,3,564,0,0,0
TXN008516,66.48,11,7,138,0,1,0
TXN008517,24.82,11,2,708,0,0,0
TXN008518,163.23,9,2,417,0,1,0
TXN008519,31.84,13,5,1011,1,2,0
TXN008520,142.53,0,2,94,1,2,0
TXN008521,44.77,11,4,542,0,0,0
TXN008522,64.83,21,4,533,0,0,0
TXN008523,35.85,11,0,849,0,0,0
TXN008524,23.02,11,4,329,0,0,1
TXN008525,12.39,13,7,704,0,0,0
TXN008526,22.26,14,1,1265,0,0,0
TXN008527,41.46,18,5,199,0,0,0
TXN008528,65.37,9,6,235,0,0,0
TXN008529,128.87,19,2,263,0,1,0
TXN008530,37.38,17,3,317,0,0,0
TXN008531,25.8,17,5,168,0,0,0
TXN008532,16.02,7,4,251,0,0,0
TXN008533,82.11,1,5,385,2,0,0
TXN008534,176.92,15,5,776,1,0,0
TXN008535,160.19,19,1,413,0,1,0
TXN008536,99.83,15,5,138,1,0,0
TXN008537,93.95,9,6,886,1,0,0
TXN008538,231.13,7,4,603,1,2,0
TXN008539,72.4,17,1,716,1,0,0
TXN008540,94.56,17,1,323,1,0,0
TXN008541,41.57,9,2,424,0,0,0
TXN008542,17.15,2,2,686,0,0,0
TXN008543,30.53,12,0,401,0,2,0
TXN008544,54.17,15,3,554,0,0,0
TXN008545,57.49,17,3,142,0,0,0
TXN008546,280.72,18,2,165,0,1,0
TXN008547,58.5,15,3,725,2,0,0
TXN008548,148.71,8,2,1081,0,0,0
TXN008549,37.72,16,4,155,0,0,0
TXN008550,41.89,23,1,167,0,0,0
TXN008551,17.64,20,4,447,0,1,0
TXN008552,29.05,19,1,446,0,1,0
TXN008553,85.45,11,0,481,0,0,0
TXN008554,54.95,17,2,241,0,2,0
TXN008555,121.69,19,1,408,0,2,0
TXN008556,63.69,16,4,658,0,1,0
TXN008557,40.46,10,4,373,0,0,0
TXN008558,339.02,21,1,575,0,0,0
TXN008559,50.41,13,2,632,0,1,0
TXN008560,146.72,8,1,657,1,0,0
TXN008561,38.82,8,4,163,1,0,0
TXN008562,99.8,16,1,571,0,0,0
TXN008563,120.16,13,1,124,0,0,0
TXN008564,65.18,7,2,578,2,0,0
TXN008565,7.38,17,2,576,1,1,0
TXN008566,55.45,18,5,1493,1,2,0
TXN008567,155.38,17,1,354,0,1,0
TXN008568,85.49,9,3,323,0,0,0
TXN008569,79.76,16,3,176,1,0,0
TXN008570,12.63,0,5,148,1,2,0
TXN008571,29.6,11,3,485,0,0,0
TXN008572,77.45,12,5,430,0,0,0
TXN008573,77.39,19,1,223,0,0,0
TXN008574,153.31,12,1,585,1,0,0
TXN008575,48.27,0,6,286,0,1,0
TXN008576,77.09,11,4,299,0,0,0
TXN008577,55.36,13,1,556,0,1,0
TXN008578,23.6,21,4,89,1,0,0
TXN008579,8.03,21,3,683,0,0,0
TXN008580,78.76,9,4,38,0,3,1
TXN008581,63.3,9,2,89,0,1,0
TXN008582,32.28,9,1,279,0,1,0
TXN008583,13.79,18,3,58,0,1,0
TXN008584,93.25,0,6,121,0,2,0
TXN008585,43.55,8,4,245,1,1,0
TXN008586,87.65,14,5,104,0,2,0
TXN008587,266.25,10,4,278,1,0,0
TXN008588,8.84,7,4,379,0,1,0
TXN008589,30.12,11,1,467,0,0,0
TXN008590,45.7,10,5,314,0,1,0
TXN008591,188.03,14,3,11,0,0,0
TXN008592,13.59,22,5,440,0,2,0
TXN008593,283.01,8,1,735,0,0,0
TXN008594,61.28,12,5,230,0,0,0
TXN008595,50.32,21,1,566,0,1,0
TXN008596,46.14,20,5,189,0,0,0
TXN008597,37.68,12,5,370,0,1,0
TXN008598,133.07,16,7,546,1,1,0
TXN008599,22.02,7,2,189,0,0,0
TXN008600,73.23,17,3,343,0,0,0
TXN008601,39.39,22,4,427,0,1,0
TXN008602,28.57,14,5,360,1,0,0
TXN008603,491.8,13,4,313,0,1,0
TXN008604,77.96,9,2,227,1,0,0
TXN008605,91.95,15,4,846,1,1,0
TXN008606,143.61,15,2,895,1,0,0
TXN008607,16.31,16,3,544,0,0,1
TXN008608,242.12,2,4,186,0,0,0
TXN008609,6.47,14,4,448,0,0,0
TXN008610,28.4,15,5,376,2,2,0
TXN008611,36.96,9,3,168,1,2,0
TXN008612,89.52,9,2,94,0,0,0
TXN008613,65.75,10,5,207,0,0,0
TXN008614,47.38,17,4,204,0,0,0
TXN008615,54.04,15,0,556,1,0,0
TXN008616,23.78,19,3,505,1,1,0
TXN008617,15.29,11,3,1772,1,0,1
TXN008618,101.24,20,2,638,0,0,0
TXN008619,98.46,17,8,455,0,0,1
TXN008620,209.94,12,5,281,1,0,0
TXN008621,27.9,7,4,401,0,1,0
TXN008622,98.39,10,5,99,0,0,0
TXN008623,42.9,22,4,89,0,0,0
TXN008624,150.19,11,3,519,0,0,0
TXN008625,130.15,11,5,224,0,2,1
TXN008626,65.34,9,3,501,1,1,0
TXN008627,40.91,18,5,450,1,1,0
TXN008628,123.57,10,4,263,3,0,1
TXN008629,94.62,11,4,773,2,0,0
TXN008630,30.52,12,7,71,0,0,1
TXN008631,17.66,12,4,54,1,0,0
TXN008632,42.72,12,1,188,0,1,0
TXN008633,197.97,13,2,728,1,0,0
TXN008634,144.68,18,5,194,0,1,0
TXN008635,21.21,19,3,291,2,1,0
TXN008636,20.23,18,5,227,1,0,0
TXN008637,161.33,7,3,622,1,1,0
TXN008638,20.79,18,3,547,0,0,0
TXN008639,84.18,8,8,285,0,1,1
TXN008640,32.34,8,3,184,0,2,0
TXN008641,215.83,21,4,171,0,0,0
TXN008642,28.36,19,0,137,0,1,0
TXN008643,144.29,14,6,139,0,1,0
TXN008644,63.89,20,6,847,0,0,0
TXN008645,67.65,23,2,839,1,0,0
TXN008646,10.23,15,2,356,0,0,0
TXN008647,8.39,15,4,57,1,1,0
TXN008648,45.26,17,1,672,3,0,1
TXN008649,67.35,10,1,981,0,0,0
TXN008650,20.98,9,2,208,0,0,0
TXN008651,21.64,18,3,276,0,0,1
TXN008652,87.99,11,2,888,0,0,0
TXN008653,88.1,8,4,102,1,2,0
TXN008654,48.57,11,3,773,0,0,0
TXN008655,105.97,11,1,1385,0,0,0
TXN008656,20.12,22,4,645,1,0,0
TXN008657,40.34,16,4,466,0,0,0
TXN008658,221.56,14,1,323,0,0,0
TXN008659,57.86,22,4,271,1,0,0
TXN008660,60.79,20,5,492,0,0,0
TXN008661,387.63,14,2,855,0,0,0
TXN008662,16.62,20,6,1788,0,0,0
TXN008663,107.44,12,4,147,0,0,0
TXN008664,224.62,10,3,621,0,0,0
TXN008665,41.42,10,1,311,1,1,0
TXN008666,113.37,16,3,544,0,0,0
TXN008667,23.7,13,3,110,0,0,0
TXN008668,30.46,16,3,1055,1,0,0
TXN008669,75.73,16,4,158,0,0,0
TXN008670,107.64,1,6,270,1,0,1
TXN008671,141.57,5,1,611,0,1,0
TXN008672,207.3,14,3,110,0,2,0
TXN008673,51.56,9,3,264,0,0,0
TXN008674,150.59,15,3,302,0,0,0
TXN008675,40.81,14,2,24,0,1,0
TXN008676,117.54,15,4,146,1,0,0
TXN008677,65.13,11,3,291,1,0,0
TXN008678,79.74,15,4,205,0,0,0
TXN008679,78.26,19,3,649,0,0,0
TXN008680,13.96,23,5,419,0,2,0
TXN008681,21.0,19,2,57,0,1,0
TXN008682,59.57,14,3,189,1,0,0
TXN008683,13.01,9,6,116,1,0,0
TXN008684,110.67,16,2,178,1,0,1
TXN008685,114.53,21,2,423,0,1,0
TXN008686,72.1,9,5,848,0,2,0
TXN008687,21.05,10,3,172,1,0,0
TXN008688,176.46,8,4,585,1,0,0
TXN008689,308.47,17,3,162,0,2,0
TXN008690,61.87,12,3,24,2,0,0
TXN008691,84.26,6,3,292,0,0,0
TXN008692,64.81,20,2,298,0,2,0
TXN008693,85.7,14,1,115,0,1,0
TXN008694,49.32,11,5,192,0,0,0
TXN008695,53.02,11,3,361,1,0,0
TXN008696,117.9,11,0,723,0,1,0
TXN008697,400.93,13,5,280,0,1,0
TXN008698,16.61,11,11,683,0,1,1
TXN008699,49.99,14,0,190,0,0,1
TXN008700,20.02,18,5,343,0,0,0
TXN008701,211.29,16,2,431,0,1,0
TXN008702,33.13,11,3,331,1,1,0
TXN008703,16.01,14,4,306,0,0,0
TXN008704,93.92,19,4,655,0,1,0
TXN008705,240.49,6,4,433,1,1,0
TXN008706,95.97,7,2,697,0,2,0
TXN008707,64.98,14,4,365,0,0,0
TXN008708,77.31,15,5,212,1,0,0
TXN008709,181.75,9,4,22,0,2,1
TXN008710,25.97,17,7,72,0,0,0
TXN008711,49.65,16,1,587,0,0,0
TXN008712,37.16,21,4,400,0,0,0
TXN008713,20.23,9,4,197,0,0,0
TXN008714,41.3,17,6,574,0,0,0
TXN008715,139.99,7,3,661,0,1,0
TXN008716,88.38,14,3,322,0,1,0
TXN008717,94.41,14,5,248,1,1,0
TXN008718,61.84,12,2,537,1,2,0
TXN008719,85.18,19,4,413,0,1,0
TXN008720,27.65,0,3,225,0,0,0
TXN008721,41.97,14,5,418,1,0,0
TXN008722,64.28,9,3,355,2,1,0
TXN008723,69.12,17,6,44,1,0,0
TXN008724,71.68,4,3,548,1,0,1
TXN008725,48.54,19,4,929,1,1,0
TXN008726,39.61,19,4,436,1,0,0
TXN008727,799.6,19,1,429,0,2,0
TXN008728,118.01,8,4,322,1,0,0
TXN008729,77.57,15,8,169,0,1,1
TXN008730,44.78,1,5,165,0,1,0
TXN008731,37.21,19,4,268,0,0,0
TXN008732,48.85,17,3,182,2,0,0
TXN008733,70.03,14,5,324,0,0,0
TXN008734,11.04,17,3,12,0,1,0
TXN008735,14.38,7,3,205,0,1,0
TXN008736,31.77,14,4,121,1,0,0
TXN008737,65.11,11,1,672,1,1,0
TXN008738,44.55,22,4,1049,0,1,0
TXN008739,191.79,19,2,82,0,0,0
TXN008740,15.49,17,4,815,0,0,0
TXN008741,28.83,21,4,302,1,0,0
TXN008742,198.76,11,4,524,1,0,0
TXN008743,61.04,20,0,372,1,0,0
TXN008744,115.83,11,6,979,0,0,0
TXN008745,312.17,17,3,183,1,0,0
TXN008746,30.27,17,1,528,1,1,0
TXN008747,50.18,1,2,416,0,2,0
TXN008748,43.31,11,0,481,1,1,0
TXN008749,10.37,1,3,746,0,0,1
TXN008750,41.94,23,3,481,2,0,0
TXN008751,115.46,8,3,185,1,0,0
TXN008752,86.44,14,1,462,0,0,1
TXN008753,92.41,18,4,256,1,1,0
TXN008754,39.68,9,3,616,0,0,0
TXN008755,31.26,13,5,422,1,0,0
TXN008756,160.59,15,1,92,0,1,0
TXN008757,35.78,9,2,103,0,0,0
TXN008758,70.1,18,4,502,0,0,0
TXN008759,62.73,11,5,780,0,0,0
TXN008760,189.13,9,3,577,2,1,0
TXN008761,124.67,14,3,244,1,1,0
TXN008762,18.16,12,6,713,1,0,0
TXN008763,19.9,21,6,236,1,0,0
TXN008764,89.31,20,4,219,0,1,0
TXN008765,51.69,13,3,523,0,0,0
TXN008766,37.08,11,2,87,0,0,0
TXN008767,129.45,11,5,862,0,1,0
TXN008768,64.03,10,2,270,0,0,0
TXN008769,57.09,14,3,669,1,0,1
TXN008770,105.94,18,3,949,0,0,0
TXN008771,39.69,11,4,200,1,0,0
TXN008772,207.11,9,4,837,0,0,0
TXN008773,27.94,13,1,148,0,0,0
TXN008774,95.43,6,5,204,0,0,0
TXN008775,184.7,17,3,205,0,1,0
TXN008776,16.93,14,2,487,1,2,0
TXN008777,40.78,13,1,195,0,1,0
TXN008778,144.15,11,4,121,0,0,0
TXN008779,146.01,20,3,278,1,1,0
TXN008780,47.19,7,1,204,0,0,0
TXN008781,29.24,19,5,894,0,1,0
TXN008782,123.04,12,4,244,1,0,0
TXN008783,149.31,20,3,567,0,1,0
TXN008784,20.29,17,3,105,0,0,0
TXN008785,19.62,7,2,307,0,0,0
TXN008786,66.12,19,3,909,0,1,0
TXN008787,93.22,16,5,574,0,0,0
TXN008788,42.34,2,1,1308,0,0,0
TXN008789,97.26,8,4,201,1,0,0
TXN008790,29.86,15,4,616,1,0,0
TXN008791,9.05,16,2,6,0,0,0
TXN008792,38.08,17,3,624,1,1,0
TXN008793,57.61,17,3,316,0,1,0
TXN008794,43.19,16,4,189,2,0,0
TXN008795,20.39,18,1,132,0,0,0
TXN008796,11.67,14,2,347,0,0,0
TXN008797,35.27,10,3,1055,0,0,0
TXN008798,117.1,20,1,312,0,0,0
TXN008799,158.82,1,6,313,0,0,1
TXN008800,149.84,12,6,287,0,0,0
TXN008801,27.29,17,5,171,1,0,1
TXN008802,20.48,12,5,896,1,1,0
TXN008803,83.27,2,2,661,1,1,1
TXN008804,93.68,6,5,355,0,1,0
TXN008805,76.72,16,1,60,0,2,0
TXN008806,9.86,22,2,363,0,1,0
TXN008807,26.13,14,4,250,1,0,0
TXN008808,53.24,13,2,155,1,1,0
TXN008809,82.61,11,3,334,0,0,0
TXN008810,104.82,10,5,186,0,0,0
TXN008811,61.72,1,3,328,1,0,0
TXN008812,72.32,10,4,287,1,0,0
TXN008813,58.68,13,3,130,0,1,0
TXN008814,97.79,9,3,536,1,0,0
TXN008815,71.23,7,2,538,1,0,0
TXN008816,57.74,17,7,38,0,0,0
TXN008817,43.46,20,4,385,0,0,0
TXN008818,58.5,21,5,129,0,0,0
TXN008819,82.43,15,2,316,0,0,0
TXN008820,68.54,5,3,727,0,0,0
TXN008821,75.47,17,2,50,0,0,0
TXN008822,170.94,8,5,680,1,0,0
TXN008823,68.4,16,4,14,0,1,0
TXN008824,31.45,18,3,362,1,0,1
TXN008825,115.71,17,2,210,1,0,0
TXN008826,17.09,21,1,253,1,1,0
TXN008827,21.78,17,4,180,0,1,0
TXN008828,72.64,16,8,430,0,2,1
TXN008829,84.68,10,2,766,0,0,0
TXN008830,18.95,21,3,221,1,0,0
TXN008831,39.43,9,5,245,0,1,0
TXN008832,32.62,20,2,111,0,1,0
TXN008833,36.1,11,3,196,0,2,0
TXN008834,121.76,8,3,555,0,1,0
TXN008835,99.54,19,4,487,0,1,0
TXN008836,53.72,0,1,275,0,0,0
TXN008837,34.33,19,3,310,1,0,0
TXN008838,17.34,10,2,836,0,1,1
TXN008839,182.57,20,5,732,0,1,0
TXN008840,90.31,16,1,150,1,0,0
TXN008841,29.94,16,5,844,0,0,0
TXN008842,100.65,12,1,312,0,0,0
TXN008843,51.43,6,1,488,0,0,0
TXN008844,42.78,19,0,975,0,2,0
TXN008845,79.04,9,1,1143,0,1,0
TXN008846,29.07,12,4,368,0,1,0
TXN008847,40.76,15,2,654,0,0,0
TXN008848,60.54,13,7,219,0,0,0
TXN008849,35.71,9,2,688,0,0,0
TXN008850,96.42,8,0,335,0,1,0
TXN008851,267.39,8,2,555,1,0,0
TXN008852,28.76,19,3,337,0,1,0
TXN008853,13.26,2,5,117,1,1,0
TXN008854,9.96,22,0,94,0,2,0
TXN008855,48.04,9,4,262,0,1,0
TXN008856,31.07,8,2,448,0,1,0
TXN008857,65.15,15,2,245,0,1,0
TXN008858,61.11,7,8,197,0,2,1
TXN008859,13.97,15,0,423,0,0,0
TXN008860,11.67,19,4,5,0,0,0
TXN008861,70.21,4,0,472,0,1,0
TXN008862,61.26,18,6,659,1,0,0
TXN008863,38.02,12,3,544,0,1,1
TXN008864,13.35,9,2,682,0,1,0
TXN008865,81.51,9,2,86,0,2,1
TXN008866,160.95,21,1,380,0,0,0
TXN008867,69.15,8,0,486,0,0,0
TXN008868,26.57,19,3,479,0,0,0
TXN008869,56.71,14,1,378,0,0,0
TXN008870,17.1,3,1,804,0,1,1
TXN008871,134.19,13,2,1024,1,0,0
TXN008872,58.53,18,1,432,0,0,0
TXN008873,12.15,17,5,325,0,0,0
TXN008874,42.28,13,1,530,0,0,0
TXN008875,80.95,19,2,403,1,0,0
TXN008876,41.14,8,3,694,0,0,0
TXN008877,43.18,20,4,442,1,0,0
TXN008878,19.28,19,2,324,0,1,0
TXN008879,88.37,17,5,575,0,0,1
TXN008880,31.46,19,2,331,0,0,0
TXN008881,8.73,14,5,92,0,2,0
TXN008882,39.82,16,1,550,0,0,0
TXN008883,125.71,14,2,814,2,0,0
TXN008884,39.3,11,2,381,1,2,0
TXN008885,239.2,14,4,704,0,0,0
TXN008886,78.62,10,2,273,0,0,0
TXN008887,72.82,13,4,775,0,0,0
TXN008888,48.95,10,2,218,1,1,0
TXN008889,51.52,8,5,444,1,0,0
TXN008890,43.65,11,3,157,0,0,0
TXN008891,42.23,19,6,435,1,0,0
TXN008892,85.73,12,0,344,0,0,0
TXN008893,24.64,17,3,39,0,0,0
TXN008894,21.88,9,1,492,0,1,0
TXN008895,21.02,12,3,236,0,0,0
TXN008896,310.69,8,3,189,1,0,0
TXN008897,85.69,8,4,634,0,0,0
TXN008898,70.73,15,2,289,1,1,0
TXN008899,22.22,15,3,226,0,0,0
TXN008900,92.74,9,4,463,1,0,0
TXN008901,49.45,13,2,317,0,1,0
TXN008902,65.5,19,2,264,0,0,1
TXN008903,23.8,9,4,72,0,0,0
TXN008904,62.57,1,3,130,0,0,0
TXN008905,38.08,16,3,195,0,1,0
TXN008906,28.48,5,4,250,0,2,0
TXN008907,101.9,22,2,82,0,0,0
TXN008908,14.78,15,4,343,0,1,0
TXN008909,88.24,13,5,657,0,0,0
TXN008910,97.69,12,1,263,0,0,0
TXN008911,25.85,14,4,253,1,0,0
TXN008912,27.19,7,3,364,0,0,0
TXN008913,45.17,21,4,784,0,0,0
TXN008914,69.39,15,1,449,0,0,0
TXN008915,47.95,9,5,284,0,0,0
TXN008916,78.93,14,5,344,1,0,0
TXN008917,244.33,8,3,1171,0,0,0
TXN008918,35.46,1,4,355,1,1,0
TXN008919,12.71,15,3,1422,0,0,0
TXN008920,110.17,16,1,190,0,0,0
TXN008921,228.34,15,2,286,0,0,0
TXN008922,76.24,9,2,466,1,0,0
TXN008923,21.66,15,4,221,0,0,0
TXN008924,49.14,5,2,447,0,1,0
TXN008925,21.1,15,3,275,1,0,0
TXN008926,94.29,14,4,931,0,0,0
TXN008927,17.31,16,3,487,0,0,1
TXN008928,42.3,20,4,207,0,0,0
TXN008929,23.25,19,2,931,0,2,0
TXN008930,60.81,22,2,462,0,0,0
TXN008931,39.99,22,6,388,0,1,0
TXN008932,63.45,18,3,1271,0,0,0
TXN008933,55.65,22,2,1620,1,1,0
TXN008934,23.6,19,2,940,0,0,0
TXN008935,93.02,17,3,232,1,0,0
TXN008936,52.38,6,3,226,0,1,0
TXN008937,23.56,5,2,109,0,0,0
TXN008938,366.79,19,1,270,1,0,0
TXN008939,81.86,13,3,287,0,1,0
TXN008940,47.93,18,4,474,0,0,0
TXN008941,181.8,11,4,110,0,1,0
TXN008942,261.27,12,5,426,0,0,0
TXN008943,48.25,17,7,172,1,0,0
TXN008944,73.35,20,1,282,0,0,0
TXN008945,23.58,7,0,154,0,0,0
TXN008946,48.18,19,3,166,0,0,0
TXN008947,46.1,18,3,221,1,0,0
TXN008948,63.89,11,2,69,0,1,0
TXN008949,72.45,11,5,257,0,1,0
TXN008950,87.87,4,4,346,0,0,1
TXN008951,66.82,1,0,278,0,0,0
TXN008952,19.51,13,3,1064,1,0,0
TXN008953,24.59,7,0,320,0,0,0
TXN008954,34.31,9,6,275,0,0,0
TXN008955,42.95,19,3,82,0,0,0
TXN008956,133.37,14,5,501,0,0,0
TXN008957,20.32,15,5,375,0,1,0
TXN008958,40.29,9,7,867,1,0,0
TXN008959,122.74,19,6,589,0,0,0
TXN008960,42.31,19,2,107,0,0,0
TXN008961,80.75,14,1,111,3,0,1
TXN008962,48.49,20,4,642,1,0,0
TXN008963,67.92,19,5,138,0,1,0
TXN008964,44.96,17,4,325,1,1,0
TXN008965,96.26,17,2,127,0,0,0
TXN008966,14.68,7,2,275,0,0,0
TXN008967,40.09,10,3,615,1,0,0
TXN008968,70.25,6,3,656,1,0,0
TXN008969,85.94,0,3,493,0,0,1
TXN008970,194.22,9,2,299,0,0,0
TXN008971,39.16,20,4,320,0,0,0
TXN008972,192.01,10,6,622,0,0,0
TXN008973,31.18,22,2,58,0,1,0
TXN008974,168.91,15,5,155,0,1,0
TXN008975,109.38,10,3,338,0,0,0
TXN008976,25.12,13,4,405,0,2,0
TXN008977,70.88,9,2,780,0,0,0
TXN008978,52.27,23,2,235,0,0,1
TXN008979,92.92,19,4,848,0,1,0
TXN008980,45.16,2,2,585,0,0,0
TXN008981,42.05,21,3,259,0,0,0
TXN008982,174.82,17,2,149,2,0,0
TXN008983,50.2,7,4,110,0,0,0
TXN008984,110.22,16,1,525,0,0,0
TXN008985,45.08,16,3,582,0,0,0
TXN008986,225.13,9,5,208,1,2,0
TXN008987,30.67,17,1,211,0,1,0
TXN008988,32.39,7,7,573,2,0,1
TXN008989,199.51,13,3,239,2,0,0
TXN008990,37.4,0,2,200,1,1,0
TXN008991,212.92,22,7,750,0,0,0
TXN008992,116.52,17,1,110,1,0,0
TXN008993,47.87,9,1,89,0,0,0
TXN008994,11.69,11,2,1665,0,0,0
TXN008995,53.71,9,5,30,0,1,1
TXN008996,59.52,18,3,286,0,0,0
TXN008997,147.25,6,5,766,0,1,0
TXN008998,210.65,19,4,319,0,0,0
TXN008999,30.5,21,5,68,0,0,0
TXN009000,107.88,16,4,298,0,0,0
TXN009001,104.65,9,3,398,0,1,0
TXN009002,135.97,11,3,666,1,0,0
